originregion_id,originregion_name,destinationregion_id,destinationregion_name,origin_iso,origin_name,destination_iso,destination_name,regionflow_2003,regionflow_2004,regionflow_2005,regionflow_2006,regionflow_2007,regionflow_2008,regionflow_2009,regionflow_2010,regionflow_2011,regionflow_2012,regionflow_2013,regionflow_2014,countryflow_2003,countryflow_2004,countryflow_2005,countryflow_2006,countryflow_2007,countryflow_2008,countryflow_2009,countryflow_2010,countryflow_2011,countryflow_2012,countryflow_2013,countryflow_2014
3,State Universities,3,State Universities,SSU,Savannah State University,NGC,North Georgia College & State University,691,801,890,788,844,859,880,964,938,1023,728,557,0,0,0,0,0,0,1,0,0,1,0,0
3,State Universities,1,Research Universities,NGC,North Georgia College & State University,GSU,Georgia State University,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,20,16,23,16,18,15,21,16,20,25,11,0
3,State Universities,3,State Universities,GCM,Georgia College & State University,AAS,Armstrong Atlantic State University,691,801,890,788,844,859,880,964,938,1023,728,557,8,11,6,8,8,5,8,13,13,9,8,11
4,State Colleges,2,Comprehensive Universities,GDN,Gordon State College,KEN,Kennesaw State University,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,22,32,40,22,49,33,33,37,35,57,46,42
3,State Universities,4,State Colleges,AAS,Armstrong Atlantic State University,DAR,Darton State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,2,2,2,6,7,7,3,2,5,7,5
3,State Universities,4,State Colleges,SSU,Savannah State University,MAC,Macon State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,8,9,10,13,11,6,14,5,4,8,3,0
3,State Universities,3,State Universities,NGC,North Georgia College & State University,GCM,Georgia College & State University,691,801,890,788,844,859,880,964,938,1023,728,557,6,4,7,4,6,3,1,4,8,7,0,0
2,Comprehensive Universities,4,State Colleges,KEN,Kennesaw State University,MGSC,Middle Georgia State College,796,829,788,778,919,992,1146,1132,1227,1166,1227,1065,0,0,0,0,0,0,0,0,0,0,17,11
5,Out-of-System,3,State Universities,OUT,Non-USG Institutions,SSU,Savannah State University,4305,4039,3801,3876,3737,3833,4303,4471,4281,4406,4076,4007,148,135,151,132,118,158,167,170,183,206,139,173
4,State Colleges,1,Research Universities,SGC,South Georgia College,AUG,Augusta State University,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,3,4,1,8,0,9,2,4,4,5,0,0
4,State Colleges,1,Research Universities,EGC,East Georgia State College,GRU,Georgia Regents University,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,6,4,4,1,1,1,1,0,2,2,10,29
4,State Colleges,2,Comprehensive Universities,GHC,Georgia Highlands College,KEN,Kennesaw State University,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,123,106,141,181,187,248,270,314,321,343,335,292
1,Research Universities,4,State Colleges,AUG,Augusta State University,MAC,Macon State College,409,451,427,403,456,524,640,626,671,612,536,604,5,3,3,3,5,3,6,5,4,5,1,0
3,State Universities,2,Comprehensive Universities,GAN,Gainesville State College,VSU,Valdosta State University,582,576,679,635,613,675,718,750,897,853,685,665,10,6,6,4,10,16,13,18,18,7,6,0
3,State Universities,4,State Colleges,SPS,Southern Polytechnic State University,MID,Middle Georgia College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,2,2,2,0,1,0,2,2,1,3,4,0
4,State Colleges,4,State Colleges,GDN,Gordon State College,SGSC,South Georgia State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,0,0,0,1
1,Research Universities,4,State Colleges,GSU,Georgia State University,SGC,South Georgia College,409,451,427,403,456,524,640,626,671,612,536,604,1,0,1,0,0,0,0,1,1,2,1,0
4,State Colleges,3,State Universities,GDN,Gordon State College,GCM,Georgia College & State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,29,45,25,27,17,23,18,26,15,5,19,14
4,State Colleges,4,State Colleges,GGC,Georgia Gwinnett College,GHC,Georgia Highlands College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,0,0,6,4
4,State Colleges,3,State Universities,GHC,Georgia Highlands College,GSW,Georgia Southwestern State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,0,1,1,0,0,0,0,1,1,1,2
5,Out-of-System,4,State Colleges,OUT,Non-USG Institutions,WAY,Waycross College,4945,5397,5258,5420,6058,6228,7642,7955,8421,7660,6700,7022,39,37,28,33,34,28,51,69,17,8,8,0
3,State Universities,4,State Colleges,GAN,Gainesville State College,MAC,Macon State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,2,3,5,7,5,6,5,3,10,7,1,0
4,State Colleges,2,Comprehensive Universities,BAN,Bainbridge State College,KEN,Kennesaw State University,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,2,1,2,4,2,0,1,4,1,1,1,3
4,State Colleges,4,State Colleges,SGC,South Georgia College,EGC,East Georgia State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,3,6,2,1,5,11,5,11,2,0,5,0
3,State Universities,1,Research Universities,SSU,Savannah State University,GRU,Georgia Regents University,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,1,0,1,0,0,1,0,0,0,0,3,0
3,State Universities,3,State Universities,SPS,Southern Polytechnic State University,AAS,Armstrong Atlantic State University,691,801,890,788,844,859,880,964,938,1023,728,557,2,2,2,1,3,1,0,0,2,2,3,1
3,State Universities,4,State Colleges,FVS,Fort Valley State University,GDN,Gordon State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,1,0,3,0,4,2,5,9,12,8,8,6
4,State Colleges,4,State Colleges,SGC,South Georgia College,GHC,Georgia Highlands College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,2,0,2,1,4,0,3,0,4,0,0
4,State Colleges,4,State Colleges,MAC,Macon State College,DAL,Dalton State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,1,4,0,0,2,0,0,1,1,0,0
3,State Universities,2,Comprehensive Universities,GSW,Georgia Southwestern State University,KEN,Kennesaw State University,582,576,679,635,613,675,718,750,897,853,685,665,3,10,9,10,8,13,11,23,12,19,7,11
2,Comprehensive Universities,2,Comprehensive Universities,VSU,Valdosta State University,UWG,University of West Georgia,340,409,380,422,399,428,428,429,531,485,477,496,19,13,13,13,14,19,16,21,18,22,20,19
4,State Colleges,3,State Universities,BAN,Bainbridge State College,CSU,Columbus State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,5,4,2,1,2,4,5,4,2,6,5
4,State Colleges,3,State Universities,MID,Middle Georgia College,CSU,Columbus State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,9,7,10,2,5,12,19,14,14,10,3,0
4,State Colleges,3,State Universities,EGC,East Georgia State College,CSU,Columbus State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,1,5,0,3,0,1,3,3,5,2,3,3
3,State Universities,3,State Universities,UNGA,University of North Georgia,GCM,Georgia College & State University,691,801,890,788,844,859,880,964,938,1023,728,557,6,4,7,4,6,3,1,4,8,7,9,17
1,Research Universities,3,State Universities,AUG,Augusta State University,GSW,Georgia Southwestern State University,436,407,418,376,360,378,409,384,369,436,388,333,3,0,0,1,0,3,1,1,5,0,2,0
4,State Colleges,3,State Universities,MGSC,Middle Georgia State College,NGC,North Georgia College & State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,2,3,1,3,0,2,7,3,2,12,1,0
3,State Universities,4,State Colleges,NGC,North Georgia College & State University,BAN,Bainbridge State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,2,0,0,0,0,0,0,0,1,0,0,0
1,Research Universities,2,Comprehensive Universities,GRU,Georgia Regents University,VSU,Valdosta State University,457,438,425,401,353,377,397,398,369,403,352,335,0,0,0,0,0,0,0,1,0,0,0,0
5,Out-of-System,2,Comprehensive Universities,OUT,Non-USG Institutions,VSU,Valdosta State University,2960,2899,2968,2996,2751,2836,3178,3315,3438,3366,3238,3344,509,489,505,507,430,423,488,540,558,604,580,593
4,State Colleges,1,Research Universities,SGC,South Georgia College,GRU,Georgia Regents University,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,0,2,0,1,0,0,0,0,1,0,0,0
4,State Colleges,4,State Colleges,CCG,College of Coastal Georgia,ABC,Abraham Baldwin Agricultural College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,3,3,5,2,3,2,2,2,4,1,6,5
2,Comprehensive Universities,4,State Colleges,VSU,Valdosta State University,GDN,Gordon State College,796,829,788,778,919,992,1146,1132,1227,1166,1227,1065,13,6,8,5,9,16,13,15,17,11,11,10
4,State Colleges,3,State Universities,SGSC,South Georgia State College,SPS,Southern Polytechnic State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,0,2,3,2,3,1,0,2,1,1,2
1,Research Universities,1,Research Universities,GSU,Georgia State University,GIT,Georgia Institute of Technology,535,591,544,522,566,504,573,509,533,509,457,447,68,75,40,52,55,44,58,77,94,79,92,95
1,Research Universities,4,State Colleges,UGA,University of Georgia,GGC,Georgia Gwinnett College,409,451,427,403,456,524,640,626,671,612,536,604,0,0,0,7,3,11,24,33,34,28,22,33
4,State Colleges,4,State Colleges,DAL,Dalton State College,AMC,Atlanta Metropolitan State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,1,0,0,0,1,0,0,0,1,2,0
3,State Universities,3,State Universities,UNGA,University of North Georgia,GAN,Gainesville State College,691,801,890,788,844,859,880,964,938,1023,728,557,29,39,33,44,50,44,33,69,58,65,24,0
2,Comprehensive Universities,4,State Colleges,UWG,University of West Georgia,SGC,South Georgia College,796,829,788,778,919,992,1146,1132,1227,1166,1227,1065,1,0,0,2,0,0,0,1,2,0,0,0
5,Out-of-System,3,State Universities,OUT,Non-USG Institutions,UNGA,University of North Georgia,4305,4039,3801,3876,3737,3833,4303,4471,4281,4406,4076,4007,0,0,0,0,0,0,0,0,0,0,468,790
1,Research Universities,2,Comprehensive Universities,GIT,Georgia Institute of Technology,GSC,Georgia Southern University,457,438,425,401,353,377,397,398,369,403,352,335,8,7,2,4,6,4,4,6,5,4,2,1
1,Research Universities,2,Comprehensive Universities,AUG,Augusta State University,UWG,University of West Georgia,457,438,425,401,353,377,397,398,369,403,352,335,2,2,5,3,4,1,3,3,8,5,1,0
3,State Universities,4,State Colleges,SSU,Savannah State University,ABC,Abraham Baldwin Agricultural College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,1,0,0,0,0,0,1,1,0,0,0,1
3,State Universities,4,State Colleges,FVS,Fort Valley State University,DAR,Darton State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,12,8,9,1,7,4,9,13,9,9,5,3
3,State Universities,2,Comprehensive Universities,SSU,Savannah State University,KEN,Kennesaw State University,582,576,679,635,613,675,718,750,897,853,685,665,5,5,7,10,5,5,13,14,5,17,20,26
3,State Universities,4,State Colleges,UNGA,University of North Georgia,SGSC,South Georgia State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,0,0,0,0,0,0,2,0
2,Comprehensive Universities,1,Research Universities,KEN,Kennesaw State University,GIT,Georgia Institute of Technology,728,750,761,875,902,923,976,965,1101,1069,996,949,21,38,29,28,25,23,31,42,52,31,31,32
4,State Colleges,2,Comprehensive Universities,ABC,Abraham Baldwin Agricultural College,UWG,University of West Georgia,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,8,9,7,8,5,10,10,8,6,8,6,4
2,Comprehensive Universities,3,State Universities,UWG,University of West Georgia,UNGA,University of North Georgia,550,601,590,596,633,639,702,707,658,775,750,647,0,0,0,0,0,0,0,0,0,0,29,34
3,State Universities,1,Research Universities,AAS,Armstrong Atlantic State University,AUG,Augusta State University,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,4,7,14,15,4,11,9,26,11,17,6,0
3,State Universities,3,State Universities,ALS,Albany State University,CSU,Columbus State University,691,801,890,788,844,859,880,964,938,1023,728,557,11,20,14,12,8,10,10,9,10,11,7,9
4,State Colleges,4,State Colleges,BAN,Bainbridge State College,SGSC,South Georgia State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,0,0,2,0
1,Research Universities,4,State Colleges,UGA,University of Georgia,DAL,Dalton State College,409,451,427,403,456,524,640,626,671,612,536,604,3,5,2,6,4,8,5,2,7,9,4,7
4,State Colleges,4,State Colleges,AMC,Atlanta Metropolitan State College,GPC,Georgia Perimeter College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,58,60,36,49,47,66,64,71,96,103,58,51
4,State Colleges,1,Research Universities,DAL,Dalton State College,GSU,Georgia State University,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,7,4,4,11,11,12,12,13,24,23,17,11
1,Research Universities,1,Research Universities,GIT,Georgia Institute of Technology,AUG,Augusta State University,535,591,544,522,566,504,573,509,533,509,457,447,9,7,11,10,4,4,5,5,5,4,1,0
3,State Universities,1,Research Universities,CSU,Columbus State University,AUG,Augusta State University,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,1,3,5,1,3,1,6,6,2,6,0,0
1,Research Universities,3,State Universities,GSU,Georgia State University,SPS,Southern Polytechnic State University,436,407,418,376,360,378,409,384,369,436,388,333,12,23,28,15,17,14,23,18,15,27,31,32
4,State Colleges,4,State Colleges,GDN,Gordon State College,WAY,Waycross College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,1,1,0,2,0,1,1,2,0,0,0
4,State Colleges,1,Research Universities,MID,Middle Georgia College,AUG,Augusta State University,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,7,5,7,10,11,11,9,9,6,2,0,0
3,State Universities,4,State Colleges,GAN,Gainesville State College,CCG,College of Coastal Georgia,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,1,1,2,4,1,3,3,6,7,2,3,0
3,State Universities,2,Comprehensive Universities,AAS,Armstrong Atlantic State University,VSU,Valdosta State University,582,576,679,635,613,675,718,750,897,853,685,665,10,5,3,6,6,2,8,5,7,8,8,5
4,State Colleges,4,State Colleges,DAR,Darton State College,GDN,Gordon State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,2,2,1,2,1,3,1,3,4,10,5,5
2,Comprehensive Universities,4,State Colleges,KEN,Kennesaw State University,GGC,Georgia Gwinnett College,796,829,788,778,919,992,1146,1132,1227,1166,1227,1065,0,0,0,1,4,16,26,28,48,35,63,45
4,State Colleges,2,Comprehensive Universities,GPC,Georgia Perimeter College,VSU,Valdosta State University,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,27,21,20,18,21,20,21,30,24,12,20,20
4,State Colleges,3,State Universities,SGC,South Georgia College,GSW,Georgia Southwestern State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,2,5,9,8,5,14,43,58,54,64,33,0
4,State Colleges,4,State Colleges,DAL,Dalton State College,GPC,Georgia Perimeter College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,3,6,5,2,6,4,8,3,11,10,7,11
4,State Colleges,3,State Universities,DAR,Darton State College,FVS,Fort Valley State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,2,3,0,2,1,1,6,4,4,3,7,4
3,State Universities,4,State Colleges,SPS,Southern Polytechnic State University,GPC,Georgia Perimeter College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,22,23,15,14,18,18,16,20,20,30,22,29
4,State Colleges,1,Research Universities,ABC,Abraham Baldwin Agricultural College,GRU,Georgia Regents University,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,4,4,1,2,0,1,2,1,0,0,2,1
4,State Colleges,1,Research Universities,AMC,Atlanta Metropolitan State College,UGA,University of Georgia,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,1,0,1,2,0,2,3,3,2,2,0,2
4,State Colleges,4,State Colleges,MID,Middle Georgia College,SGC,South Georgia College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,3,4,9,13,12,8,6,10,8,9,3,0
3,State Universities,1,Research Universities,AAS,Armstrong Atlantic State University,GRU,Georgia Regents University,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,2,2,0,3,2,1,2,0,2,3,14,9
1,Research Universities,1,Research Universities,GIT,Georgia Institute of Technology,GRU,Georgia Regents University,535,591,544,522,566,504,573,509,533,509,457,447,0,2,1,0,0,0,0,0,0,0,1,0
3,State Universities,3,State Universities,CSC,Clayton State University,GAN,Gainesville State College,691,801,890,788,844,859,880,964,938,1023,728,557,7,4,4,5,8,6,4,3,2,4,2,0
4,State Colleges,1,Research Universities,GPC,Georgia Perimeter College,UGA,University of Georgia,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,333,355,423,284,285,278,277,202,201,200,197,190
4,State Colleges,4,State Colleges,AMC,Atlanta Metropolitan State College,DAR,Darton State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,1,0,1,4,2,2,0,3,3,5,3
3,State Universities,2,Comprehensive Universities,GAN,Gainesville State College,KEN,Kennesaw State University,582,576,679,635,613,675,718,750,897,853,685,665,28,42,59,63,69,85,100,111,133,98,32,0
4,State Colleges,3,State Universities,GGC,Georgia Gwinnett College,GSW,Georgia Southwestern State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,0,0,0,0,0,0,0,0,0,2,3
1,Research Universities,3,State Universities,GSU,Georgia State University,CSU,Columbus State University,436,407,418,376,360,378,409,384,369,436,388,333,14,12,15,11,16,14,14,17,10,11,14,10
2,Comprehensive Universities,4,State Colleges,UWG,University of West Georgia,MID,Middle Georgia College,796,829,788,778,919,992,1146,1132,1227,1166,1227,1065,3,0,3,0,3,4,0,2,3,2,5,0
3,State Universities,3,State Universities,SSU,Savannah State University,GSW,Georgia Southwestern State University,691,801,890,788,844,859,880,964,938,1023,728,557,1,3,3,3,0,2,0,0,0,0,2,5
3,State Universities,2,Comprehensive Universities,CSU,Columbus State University,KEN,Kennesaw State University,582,576,679,635,613,675,718,750,897,853,685,665,22,20,32,29,19,23,31,21,33,34,23,32
4,State Colleges,4,State Colleges,SGSC,South Georgia State College,MID,Middle Georgia College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,7,2,3,6,4,7,5,8,3,7,6,0
4,State Colleges,4,State Colleges,SGC,South Georgia College,GGC,Georgia Gwinnett College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,2,6,2,0
3,State Universities,3,State Universities,AAS,Armstrong Atlantic State University,SSU,Savannah State University,691,801,890,788,844,859,880,964,938,1023,728,557,13,16,8,17,14,16,23,24,20,23,21,14
3,State Universities,4,State Colleges,NGC,North Georgia College & State University,MID,Middle Georgia College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,1,0,1,2,1,1,3,2,0,0
3,State Universities,4,State Colleges,GSW,Georgia Southwestern State University,MGSC,Middle Georgia State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,0,0,0,0,0,0,9,17
3,State Universities,3,State Universities,CSU,Columbus State University,GAN,Gainesville State College,691,801,890,788,844,859,880,964,938,1023,728,557,10,6,5,7,7,5,11,8,10,7,1,0
4,State Colleges,3,State Universities,WAY,Waycross College,SSU,Savannah State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,0,10,8,6,2,1,0,1,3,0,0
4,State Colleges,3,State Universities,MGSC,Middle Georgia State College,AAS,Armstrong Atlantic State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,10,21,15,13,24,9,23,17,19,15,16,4
1,Research Universities,4,State Colleges,GIT,Georgia Institute of Technology,WAY,Waycross College,409,451,427,403,456,524,640,626,671,612,536,604,0,0,0,1,0,0,0,0,0,0,0,0
4,State Colleges,3,State Universities,CCG,College of Coastal Georgia,GSW,Georgia Southwestern State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,1,0,0,1,2,2,1,3,6,4,4,3
2,Comprehensive Universities,4,State Colleges,VSU,Valdosta State University,ABC,Abraham Baldwin Agricultural College,796,829,788,778,919,992,1146,1132,1227,1166,1227,1065,40,38,36,23,22,28,23,22,35,29,29,29
4,State Colleges,4,State Colleges,MGSC,Middle Georgia State College,DAL,Dalton State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,1,1,0,1,3,2,1,2,2,1,2
4,State Colleges,3,State Universities,ABC,Abraham Baldwin Agricultural College,SPS,Southern Polytechnic State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,4,2,1,3,5,6,2,1,1,4,2,2
3,State Universities,3,State Universities,ALS,Albany State University,AAS,Armstrong Atlantic State University,691,801,890,788,844,859,880,964,938,1023,728,557,2,5,4,1,2,4,3,1,0,4,2,1
3,State Universities,3,State Universities,CSC,Clayton State University,NGC,North Georgia College & State University,691,801,890,788,844,859,880,964,938,1023,728,557,5,4,5,6,1,3,2,1,0,3,1,0
5,Out-of-System,3,State Universities,OUT,Non-USG Institutions,GAN,Gainesville State College,4305,4039,3801,3876,3737,3833,4303,4471,4281,4406,4076,4007,784,510,518,513,549,613,614,668,621,643,270,0
3,State Universities,4,State Colleges,GSW,Georgia Southwestern State University,ABC,Abraham Baldwin Agricultural College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,7,7,10,5,5,4,6,7,6,2,5,7
4,State Colleges,4,State Colleges,BAN,Bainbridge State College,ABC,Abraham Baldwin Agricultural College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,3,9,7,8,6,3,6,5,11,8,8,5
3,State Universities,4,State Colleges,CSC,Clayton State University,GPC,Georgia Perimeter College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,60,79,62,73,98,109,126,123,124,97,64,62
4,State Colleges,3,State Universities,MAC,Macon State College,GSW,Georgia Southwestern State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,9,14,11,9,12,10,16,14,10,20,13,0
3,State Universities,3,State Universities,AAS,Armstrong Atlantic State University,FVS,Fort Valley State University,691,801,890,788,844,859,880,964,938,1023,728,557,1,0,0,1,0,1,1,0,0,2,0,1
1,Research Universities,4,State Colleges,GSU,Georgia State University,BAN,Bainbridge State College,409,451,427,403,456,524,640,626,671,612,536,604,0,0,0,1,1,0,2,1,1,0,1,1
3,State Universities,4,State Colleges,GSW,Georgia Southwestern State University,GDN,Gordon State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,5,2,0,3,2,1,0,1,6,1,3,0
4,State Colleges,4,State Colleges,SGSC,South Georgia State College,BAN,Bainbridge State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,0,0,0,1,1,5,3,8,3,1,2
4,State Colleges,3,State Universities,WAY,Waycross College,CSU,Columbus State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,1,0,2,2,1,2,3,0,0,1,0,0
4,State Colleges,1,Research Universities,EGC,East Georgia State College,UGA,University of Georgia,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,5,10,3,7,10,19,5,11,9,8,5,6
3,State Universities,4,State Colleges,CSC,Clayton State University,MAC,Macon State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,6,4,9,5,5,16,11,8,11,4,6,0
4,State Colleges,4,State Colleges,BAN,Bainbridge State College,MID,Middle Georgia College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,1,2,1,0,0
5,Out-of-System,4,State Colleges,OUT,Non-USG Institutions,MID,Middle Georgia College,4945,5397,5258,5420,6058,6228,7642,7955,8421,7660,6700,7022,120,124,103,116,139,149,180,173,199,166,75,0
4,State Colleges,3,State Universities,AMC,Atlanta Metropolitan State College,UNGA,University of North Georgia,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,0,0,0,0,0,0,0,0,0,0,3
4,State Colleges,1,Research Universities,WAY,Waycross College,GRU,Georgia Regents University,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,2,1,2,0,1,0,0,0,0,1,0,0
3,State Universities,3,State Universities,SSU,Savannah State University,AAS,Armstrong Atlantic State University,691,801,890,788,844,859,880,964,938,1023,728,557,24,34,36,25,33,30,30,36,33,27,28,50
4,State Colleges,1,Research Universities,MAC,Macon State College,GIT,Georgia Institute of Technology,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,8,15,10,12,11,7,14,14,13,7,8,0
3,State Universities,3,State Universities,GCM,Georgia College & State University,SSU,Savannah State University,691,801,890,788,844,859,880,964,938,1023,728,557,1,0,0,1,0,1,0,0,0,1,1,0
4,State Colleges,4,State Colleges,GHC,Georgia Highlands College,MAC,Macon State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,1,1,3,3,2,0,3,1,1,0,0
3,State Universities,4,State Colleges,ALS,Albany State University,MID,Middle Georgia College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,3,3,1,6,0,2,1,6,1,5,1,0
4,State Colleges,4,State Colleges,DAR,Darton State College,BAN,Bainbridge State College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,8,10,7,15,16,19,15,29,53,31,34,28
4,State Colleges,4,State Colleges,WAY,Waycross College,CCG,College of Coastal Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,6,8,11,11,10,9,16,15,25,17,8,0
4,State Colleges,1,Research Universities,MGSC,Middle Georgia State College,GIT,Georgia Institute of Technology,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,5,5,3,10,3,8,8,8,11,5,3,14
3,State Universities,4,State Colleges,SSU,Savannah State University,WAY,Waycross College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,2,0,3,0,1,0,2,2,0,1,0,0
4,State Colleges,4,State Colleges,GGC,Georgia Gwinnett College,MID,Middle Georgia College,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,0,0,1,0
3,State Universities,3,State Universities,GAN,Gainesville State College,GCM,Georgia College & State University,691,801,890,788,844,859,880,964,938,1023,728,557,10,14,23,16,21,16,28,28,16,14,7,0
3,State Universities,1,Research Universities,ALS,Albany State University,GIT,Georgia Institute of Technology,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,1,1,5,3,2,1,3,0,1,2,0,2
3,State Universities,4,State Colleges,FVS,Fort Valley State University,AMC,Atlanta Metropolitan State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,7,10,6,12,11,6,8,20,19,24,25,24
4,State Colleges,3,State Universities,GHC,Georgia Highlands College,CSU,Columbus State University,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,1,6,2,3,1,4,1,6,1,5,4,8
2,Comprehensive Universities,4,State Colleges,KEN,Kennesaw State University,MAC,Macon State College,796,829,788,778,919,992,1146,1132,1227,1166,1227,1065,6,4,5,5,7,5,10,11,7,14,0,0
3,State Universities,4,State Colleges,CSC,Clayton State University,EGC,East Georgia State College,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,2,1,0,1,1,1,3,2,0,0,0,0
