originregion_id,originregion_name,destinationregion_id,destinationregion_name,origin_iso,origin_name,destination_iso,destination_name,regionflow_2003,regionflow_2004,regionflow_2005,regionflow_2006,regionflow_2007,regionflow_2008,regionflow_2009,regionflow_2010,regionflow_2011,regionflow_2012,regionflow_2013,regionflow_2014,countryflow_2003,countryflow_2004,countryflow_2005,countryflow_2006,countryflow_2007,countryflow_2008,countryflow_2009,countryflow_2010,countryflow_2011,countryflow_2012,countryflow_2013,countryflow_2014
4,State Colleges,4,State Colleges,BAN,Bainbridge,SGC,South Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,1,0,1,1,2,4,4,6,1,0,0
4,State Colleges,3,State Universities,ABC,Abrah. Baldwin Agric.,GSW,Georgia Southwestern,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,34,46,32,44,55,55,91,73,66,45,46,39
3,State Universities,1,Research Universities,GAN,Gainesville,GIT,Georgia Institute of Technology,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,16,18,13,17,19,16,21,28,18,26,11,0
4,State Colleges,3,State Universities,GPC,Georgia Perimeter,GAN,Gainesville,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,82,74,76,86,110,178,124,110,76,69,29,0
4,State Colleges,1,Research Universities,CCG,College of Coastal Georgia,GSU,Georgia,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,10,8,4,8,5,5,6,15,12,5,1,13
4,State Colleges,4,State Colleges,GDN,Gordon,ABC,Abrah. Baldwin Agric.,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,2,6,4,2,5,3,5,3,5,8,8,5
4,State Colleges,4,State Colleges,MGSC,Middle Georgia,GPC,Georgia Perimeter,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,15,16,24,23,31,39,36,32,43,25,21,32
1,Research Universities,3,State Universities,GRU,Georgia Regents,CSC,Clayton,436,407,418,376,360,378,409,384,369,436,388,333,0,2,1,1,0,1,0,0,0,0,1,2
1,Research Universities,4,State Colleges,GIT,Georgia Institute of Technology,CCG,College of Coastal Georgia,409,451,427,403,456,524,640,626,671,612,536,604,0,1,2,0,2,1,0,0,0,0,1,2
5,Out-of-System,4,State Colleges,OUT,Non-USG Institutions,EGC,East Georgia,4945,5397,5258,5420,6058,6228,7642,7955,8421,7660,6700,7022,34,69,73,105,117,146,141,139,66,14,179,171
4,State Colleges,2,Comprehensive Universities,GHC,Georgia Highlands,UWG,University of West Georgia,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,125,151,148,147,199,172,174,115,123,107,125,121
3,State Universities,4,State Colleges,ALS,Albany,AMC,Atlanta Metropolitan,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,4,2,3,12,5,6,4,10,7,18,12,16
1,Research Universities,3,State Universities,AUG,Augusta,SSU,Savannah,436,407,418,376,360,378,409,384,369,436,388,333,1,2,0,4,1,1,3,2,2,0,0,0
2,Comprehensive Universities,3,State Universities,UWG,University of West Georgia,GSW,Georgia Southwestern,550,601,590,596,633,639,702,707,658,775,750,647,2,5,2,4,1,3,1,3,3,2,3,1
4,State Colleges,4,State Colleges,SGSC,South Georgia,ABC,Abrah. Baldwin Agric.,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,18,17,23,12,16,17,16,19,19,31,24,28
4,State Colleges,4,State Colleges,MAC,Macon,GGC,Georgia Gwinnett,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,1,1,6,2,4,3,0
4,State Colleges,4,State Colleges,GGC,Georgia Gwinnett,DAR,Darton,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,0,0,5,3
3,State Universities,4,State Colleges,ALS,Albany,MGSC,Middle Georgia,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,0,0,0,0,0,0,6,3
4,State Colleges,3,State Universities,GDN,Gordon,GAN,Gainesville,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,10,6,11,6,12,23,8,10,11,4,3,0
4,State Colleges,1,Research Universities,GDN,Gordon,GRU,Georgia Regents,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,8,7,9,7,3,7,5,3,1,3,2,2
3,State Universities,1,Research Universities,GAN,Gainesville,GRU,Georgia Regents,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,9,12,14,14,21,13,16,11,14,3,0,0
3,State Universities,2,Comprehensive Universities,UNGA,University of North Georgia,GSC,Georgia Southern,582,576,679,635,613,675,718,750,897,853,685,665,3,10,4,5,8,5,8,8,10,8,11,35
3,State Universities,4,State Colleges,NGC,North Georgia,DAL,Dalton,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,4,8,2,6,6,4,13,6,9,8,6,0
3,State Universities,4,State Colleges,AAS,Armstrong Atlantic,EGC,East Georgia,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,3,3,5,6,10,7,12,14,7,1,8,8
4,State Colleges,4,State Colleges,EGC,East Georgia,GGC,Georgia Gwinnett,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,1,3,1,4,3,6,5,8
3,State Universities,3,State Universities,GSW,Georgia Southwestern,UNGA,University of North Georgia,691,801,890,788,844,859,880,964,938,1023,728,557,0,0,0,0,0,0,0,0,0,0,3,4
1,Research Universities,3,State Universities,GSU,Georgia,NGC,North Georgia,436,407,418,376,360,378,409,384,369,436,388,333,14,11,14,9,13,17,16,19,16,11,13,0
4,State Colleges,4,State Colleges,GPC,Georgia Perimeter,CCG,College of Coastal Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,1,0,7,4,5,2,3,10,3,10,7
3,State Universities,3,State Universities,GCM,Georgia,UNGA,University of North Georgia,691,801,890,788,844,859,880,964,938,1023,728,557,0,0,0,0,0,0,0,0,0,0,33,29
1,Research Universities,1,Research Universities,GRU,Georgia Regents,UGA,University of Georgia,535,591,544,522,566,504,573,509,533,509,457,447,0,1,1,0,1,0,2,0,0,0,0,0
1,Research Universities,4,State Colleges,GSU,Georgia,GGC,Georgia Gwinnett,409,451,427,403,456,524,640,626,671,612,536,604,0,0,0,12,6,25,33,60,54,75,72,75
3,State Universities,3,State Universities,UNGA,University of North Georgia,GSW,Georgia Southwestern,691,801,890,788,844,859,880,964,938,1023,728,557,2,0,1,1,0,3,3,1,5,5,3,8
2,Comprehensive Universities,4,State Colleges,UWG,University of West Georgia,ABC,Abrah. Baldwin Agric.,796,829,788,778,919,992,1146,1132,1227,1166,1227,1065,2,1,0,1,3,1,0,3,3,2,0,5
3,State Universities,3,State Universities,SPS,Southern Polytechnic,CSC,Clayton,691,801,890,788,844,859,880,964,938,1023,728,557,4,8,9,4,6,6,5,6,2,4,5,5
2,Comprehensive Universities,4,State Colleges,UWG,University of West Georgia,AMC,Atlanta Metropolitan,796,829,788,778,919,992,1146,1132,1227,1166,1227,1065,12,15,6,9,9,4,5,10,9,16,27,16
3,State Universities,4,State Colleges,CSU,Columbus,SGC,South Georgia,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,1,1,0,1,1,0,1,1,5,2,1,0
1,Research Universities,1,Research Universities,AUG,Augusta,GIT,Georgia Institute of Technology,535,591,544,522,566,504,573,509,533,509,457,447,6,8,3,6,6,4,3,9,11,8,1,0
3,State Universities,1,Research Universities,UNGA,University of North Georgia,GSU,Georgia,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,20,16,23,16,18,15,21,16,20,25,25,75
3,State Universities,1,Research Universities,CSC,Clayton,GSU,Georgia,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,74,58,68,64,73,86,71,61,70,74,67,51
4,State Colleges,4,State Colleges,DAR,Darton,GPC,Georgia Perimeter,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,11,10,12,16,12,16,17,24,31,23,21,20
5,Out-of-System,4,State Colleges,OUT,Non-USG Institutions,MAC,Macon,4945,5397,5258,5420,6058,6228,7642,7955,8421,7660,6700,7022,441,497,564,563,512,520,576,542,488,564,280,0
4,State Colleges,4,State Colleges,AMC,Atlanta Metropolitan,GGC,Georgia Gwinnett,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,1,0,3,8,6,13,7,7
1,Research Universities,2,Comprehensive Universities,UGA,University of Georgia,GSC,Georgia Southern,457,438,425,401,353,377,397,398,369,403,352,335,14,20,23,18,14,14,19,16,28,20,28,18
2,Comprehensive Universities,1,Research Universities,KEN,Kennesaw,AUG,Augusta,728,750,761,875,902,923,976,965,1101,1069,996,949,3,1,6,9,6,5,10,8,9,14,2,0
3,State Universities,4,State Colleges,SSU,Savannah,GPC,Georgia Perimeter,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,15,25,23,17,27,23,30,33,40,55,36,43
4,State Colleges,3,State Universities,MAC,Macon,SPS,Southern Polytechnic,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,2,5,6,5,7,9,3,7,5,2,0
1,Research Universities,3,State Universities,GRU,Georgia Regents,GSW,Georgia Southwestern,436,407,418,376,360,378,409,384,369,436,388,333,1,0,1,0,0,2,1,0,0,0,0,1
1,Research Universities,3,State Universities,UGA,University of Georgia,GCM,Georgia,436,407,418,376,360,378,409,384,369,436,388,333,13,19,12,9,10,8,6,20,10,4,10,8
1,Research Universities,4,State Colleges,GIT,Georgia Institute of Technology,BAN,Bainbridge,409,451,427,403,456,524,640,626,671,612,536,604,0,0,0,0,0,0,0,0,1,0,1,0
4,State Colleges,3,State Universities,GGC,Georgia Gwinnett,CSU,Columbus,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,0,0,0,0,0,0,0,0,0,8,5
1,Research Universities,4,State Colleges,AUG,Augusta,ABC,Abrah. Baldwin Agric.,409,451,427,403,456,524,640,626,671,612,536,604,2,1,2,0,0,0,0,1,0,1,0,0
4,State Colleges,4,State Colleges,SGSC,South Georgia,GGC,Georgia Gwinnett,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,2,6,6,5
3,State Universities,4,State Colleges,UNGA,University of North Georgia,MGSC,Middle Georgia,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,0,0,0,0,0,0,3,10
4,State Colleges,3,State Universities,GHC,Georgia Highlands,AAS,Armstrong Atlantic,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,4,5,3,5,3,3,5,8,5,5,6,8
3,State Universities,2,Comprehensive Universities,ALS,Albany,VSU,Valdosta,582,576,679,635,613,675,718,750,897,853,685,665,3,6,8,7,11,10,7,6,9,1,4,5
4,State Colleges,1,Research Universities,WAY,Waycross,AUG,Augusta,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,0,1,2,1,3,2,1,1,1,1,0,0
4,State Colleges,4,State Colleges,EGC,East Georgia,MID,Middle Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,19,20,19,16,11,9,11,19,13,28,5,0
3,State Universities,2,Comprehensive Universities,GSW,Georgia Southwestern,GSC,Georgia Southern,582,576,679,635,613,675,718,750,897,853,685,665,9,8,6,9,8,8,5,4,4,10,10,8
3,State Universities,4,State Colleges,CSU,Columbus,SGSC,South Georgia,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,0,0,0,0,0,0,1,0
4,State Colleges,3,State Universities,DAR,Darton,AAS,Armstrong Atlantic,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,7,10,12,4,7,14,16,12,7,13,14,12
4,State Colleges,1,Research Universities,GDN,Gordon,GIT,Georgia Institute of Technology,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,7,7,5,5,4,9,10,8,9,8,3,2
2,Comprehensive Universities,3,State Universities,GSC,Georgia Southern,CSU,Columbus,550,601,590,596,633,639,702,707,658,775,750,647,14,13,18,15,26,21,12,20,10,22,15,15
3,State Universities,4,State Colleges,GSW,Georgia Southwestern,GGC,Georgia Gwinnett,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,1,1,0,4,8,7,2,5
4,State Colleges,4,State Colleges,SGSC,South Georgia,MGSC,Middle Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,0,0,9,10
4,State Colleges,4,State Colleges,SGC,South Georgia,GPC,Georgia Perimeter,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,6,11,5,9,6,10,11,14,15,23,8,0
4,State Colleges,4,State Colleges,MID,Middle Georgia,GPC,Georgia Perimeter,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,15,16,24,23,31,39,36,32,43,25,10,0
3,State Universities,4,State Colleges,GAN,Gainesville,BAN,Bainbridge,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,2,0,1,3,1,0,0,0
4,State Colleges,3,State Universities,MGSC,Middle Georgia,SSU,Savannah,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,3,2,3,6,1,8,3,5,2,1,2,2
4,State Colleges,4,State Colleges,CCG,College of Coastal Georgia,MID,Middle Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,0,1,1,4,2,1,4,2,1,3,0
3,State Universities,3,State Universities,GSW,Georgia Southwestern,SSU,Savannah,691,801,890,788,844,859,880,964,938,1023,728,557,1,0,0,0,0,1,0,0,0,0,1,2
4,State Colleges,4,State Colleges,BAN,Bainbridge,AMC,Atlanta Metropolitan,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,1,0,1,1,2
3,State Universities,4,State Colleges,GSW,Georgia Southwestern,DAL,Dalton,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,1,2,1,0,1,0,0,0,0,1,2,0
4,State Colleges,3,State Universities,EGC,East Georgia,UNGA,University of North Georgia,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,0,0,0,0,0,0,0,0,0,10,12
3,State Universities,4,State Colleges,FVS,Fort Valley,GHC,Georgia Highlands,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,0,0,1,0,3,4,3,3
1,Research Universities,4,State Colleges,GIT,Georgia Institute of Technology,GHC,Georgia Highlands,409,451,427,403,456,524,640,626,671,612,536,604,1,3,0,3,4,3,4,1,4,2,7,0
3,State Universities,4,State Colleges,GAN,Gainesville,AMC,Atlanta Metropolitan,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,0,0,0,0,1,2,1,0
3,State Universities,2,Comprehensive Universities,SPS,Southern Polytechnic,VSU,Valdosta,582,576,679,635,613,675,718,750,897,853,685,665,2,2,0,2,1,1,2,1,1,1,1,2
3,State Universities,4,State Colleges,CSU,Columbus,MGSC,Middle Georgia,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,0,0,0,0,0,0,8,4
1,Research Universities,4,State Colleges,GIT,Georgia Institute of Technology,GPC,Georgia Perimeter,409,451,427,403,456,524,640,626,671,612,536,604,46,64,70,45,38,67,70,43,43,38,30,40
3,State Universities,2,Comprehensive Universities,GAN,Gainesville,GSC,Georgia Southern,582,576,679,635,613,675,718,750,897,853,685,665,14,25,23,20,33,33,31,48,58,45,11,0
1,Research Universities,4,State Colleges,GRU,Georgia Regents,MID,Middle Georgia,409,451,427,403,456,524,640,626,671,612,536,604,0,0,1,1,0,0,0,0,0,0,0,0
4,State Colleges,1,Research Universities,SGSC,South Georgia,AUG,Augusta,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,3,4,1,8,0,9,2,4,4,5,0,0
4,State Colleges,4,State Colleges,BAN,Bainbridge,GGC,Georgia Gwinnett,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,1,0,0,1,0,0
4,State Colleges,3,State Universities,GGC,Georgia Gwinnett,SPS,Southern Polytechnic,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,0,0,0,0,0,0,0,0,0,20,37
4,State Colleges,4,State Colleges,SGC,South Georgia,MID,Middle Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,7,2,3,6,4,7,5,8,3,7,6,0
4,State Colleges,4,State Colleges,GGC,Georgia Gwinnett,AMC,Atlanta Metropolitan,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,0,0,20,21
4,State Colleges,4,State Colleges,ABC,Abrah. Baldwin Agric.,MAC,Macon,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,21,24,16,25,27,21,18,15,11,12,7,0
4,State Colleges,3,State Universities,WAY,Waycross,GSW,Georgia Southwestern,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,0,6,8,11,14,12,15,9,8,2,0
4,State Colleges,3,State Universities,AMC,Atlanta Metropolitan,SSU,Savannah,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,1,1,1,2,4,1,2,4,2,5,2,5
3,State Universities,3,State Universities,CSC,Clayton,GSW,Georgia Southwestern,691,801,890,788,844,859,880,964,938,1023,728,557,2,3,3,2,1,2,2,3,0,3,5,2
4,State Colleges,4,State Colleges,WAY,Waycross,SGC,South Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,25,29,37,21,41,45,38,48,26,41,12,0
3,State Universities,4,State Colleges,FVS,Fort Valley,ABC,Abrah. Baldwin Agric.,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,1,2,1,1,1,1,2,1,0,1,1,0
4,State Colleges,2,Comprehensive Universities,MGSC,Middle Georgia,VSU,Valdosta,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,19,20,42,50,32,27,29,18,23,18,17,9
4,State Colleges,3,State Universities,GDN,Gordon,CSC,Clayton,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,66,85,114,75,76,67,71,56,114,90,70,68
4,State Colleges,4,State Colleges,GPC,Georgia Perimeter,MID,Middle Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,5,4,9,9,2,8,14,13,8,9,4,0
1,Research Universities,3,State Universities,GIT,Georgia Institute of Technology,SSU,Savannah,436,407,418,376,360,378,409,384,369,436,388,333,0,0,0,0,0,0,0,1,0,0,1,0
3,State Universities,4,State Colleges,CSU,Columbus,MAC,Macon,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,5,6,5,9,10,9,5,16,4,5,2,0
4,State Colleges,4,State Colleges,ABC,Abrah. Baldwin Agric.,SGSC,South Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,0,0,7,13
3,State Universities,2,Comprehensive Universities,SSU,Savannah,GSC,Georgia Southern,582,576,679,635,613,675,718,750,897,853,685,665,18,18,18,21,15,15,33,35,29,36,34,41
3,State Universities,4,State Colleges,SSU,Savannah,GGC,Georgia Gwinnett,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,0,0,0,0,0,0,2,4,9,4,10
4,State Colleges,2,Comprehensive Universities,GGC,Georgia Gwinnett,VSU,Valdosta,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,0,0,0,0,0,0,0,0,0,0,9,2
3,State Universities,3,State Universities,FVS,Fort Valley,ALS,Albany,691,801,890,788,844,859,880,964,938,1023,728,557,3,3,2,10,8,8,7,7,4,1,7,5
3,State Universities,3,State Universities,SSU,Savannah,NGC,North Georgia,691,801,890,788,844,859,880,964,938,1023,728,557,0,0,0,0,0,0,1,0,0,1,0,0
3,State Universities,1,Research Universities,NGC,North Georgia,GSU,Georgia,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,20,16,23,16,18,15,21,16,20,25,11,0
3,State Universities,3,State Universities,GCM,Georgia,AAS,Armstrong Atlantic,691,801,890,788,844,859,880,964,938,1023,728,557,8,11,6,8,8,5,8,13,13,9,8,11
4,State Colleges,2,Comprehensive Universities,GDN,Gordon,KEN,Kennesaw,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,22,32,40,22,49,33,33,37,35,57,46,42
3,State Universities,4,State Colleges,AAS,Armstrong Atlantic,DAR,Darton,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,0,2,2,2,6,7,7,3,2,5,7,5
3,State Universities,4,State Colleges,SSU,Savannah,MAC,Macon,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,8,9,10,13,11,6,14,5,4,8,3,0
3,State Universities,3,State Universities,NGC,North Georgia,GCM,Georgia,691,801,890,788,844,859,880,964,938,1023,728,557,6,4,7,4,6,3,1,4,8,7,0,0
2,Comprehensive Universities,4,State Colleges,KEN,Kennesaw,MGSC,Middle Georgia,796,829,788,778,919,992,1146,1132,1227,1166,1227,1065,0,0,0,0,0,0,0,0,0,0,17,11
5,Out-of-System,3,State Universities,OUT,Non-USG Institutions,SSU,Savannah,4305,4039,3801,3876,3737,3833,4303,4471,4281,4406,4076,4007,148,135,151,132,118,158,167,170,183,206,139,173
4,State Colleges,1,Research Universities,SGC,South Georgia,AUG,Augusta,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,3,4,1,8,0,9,2,4,4,5,0,0
4,State Colleges,1,Research Universities,EGC,East Georgia,GRU,Georgia Regents,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,6,4,4,1,1,1,1,0,2,2,10,29
4,State Colleges,2,Comprehensive Universities,GHC,Georgia Highlands,KEN,Kennesaw,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,123,106,141,181,187,248,270,314,321,343,335,292
1,Research Universities,4,State Colleges,AUG,Augusta,MAC,Macon,409,451,427,403,456,524,640,626,671,612,536,604,5,3,3,3,5,3,6,5,4,5,1,0
3,State Universities,2,Comprehensive Universities,GAN,Gainesville,VSU,Valdosta,582,576,679,635,613,675,718,750,897,853,685,665,10,6,6,4,10,16,13,18,18,7,6,0
3,State Universities,4,State Colleges,SPS,Southern Polytechnic,MID,Middle Georgia,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,2,2,2,0,1,0,2,2,1,3,4,0
4,State Colleges,4,State Colleges,GDN,Gordon,SGSC,South Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,0,0,0,1
1,Research Universities,4,State Colleges,GSU,Georgia,SGC,South Georgia,409,451,427,403,456,524,640,626,671,612,536,604,1,0,1,0,0,0,0,1,1,2,1,0
4,State Colleges,3,State Universities,GDN,Gordon,GCM,Georgia,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,29,45,25,27,17,23,18,26,15,5,19,14
4,State Colleges,4,State Colleges,GGC,Georgia Gwinnett,GHC,Georgia Highlands,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,0,0,0,0,0,0,0,0,0,0,6,4
4,State Colleges,3,State Universities,GHC,Georgia Highlands,GSW,Georgia Southwestern,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,0,1,1,0,0,0,0,1,1,1,2
5,Out-of-System,4,State Colleges,OUT,Non-USG Institutions,WAY,Waycross,4945,5397,5258,5420,6058,6228,7642,7955,8421,7660,6700,7022,39,37,28,33,34,28,51,69,17,8,8,0
3,State Universities,4,State Colleges,GAN,Gainesville,MAC,Macon,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,2,3,5,7,5,6,5,3,10,7,1,0
4,State Colleges,2,Comprehensive Universities,BAN,Bainbridge,KEN,Kennesaw,2310,2327,2400,2470,2585,2724,3056,3082,3117,2916,2704,2555,2,1,2,4,2,0,1,4,1,1,1,3
4,State Colleges,4,State Colleges,SGC,South Georgia,EGC,East Georgia,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,3,6,2,1,5,11,5,11,2,0,5,0
3,State Universities,1,Research Universities,SSU,Savannah,GRU,Georgia Regents,797,1005,1253,1175,1268,1322,1589,1468,1541,1444,1108,1146,1,0,1,0,0,1,0,0,0,0,3,0
3,State Universities,3,State Universities,SPS,Southern Polytechnic,AAS,Armstrong Atlantic,691,801,890,788,844,859,880,964,938,1023,728,557,2,2,2,1,3,1,0,0,2,2,3,1
3,State Universities,4,State Colleges,FVS,Fort Valley,GDN,Gordon,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,1,0,3,0,4,2,5,9,12,8,8,6
4,State Colleges,4,State Colleges,SGC,South Georgia,GHC,Georgia Highlands,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,2,0,2,1,4,0,3,0,4,0,0
4,State Colleges,4,State Colleges,MAC,Macon,DAL,Dalton,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,1,1,4,0,0,2,0,0,1,1,0,0
3,State Universities,2,Comprehensive Universities,GSW,Georgia Southwestern,KEN,Kennesaw,582,576,679,635,613,675,718,750,897,853,685,665,3,10,9,10,8,13,11,23,12,19,7,11
2,Comprehensive Universities,2,Comprehensive Universities,VSU,Valdosta,UWG,University of West Georgia,340,409,380,422,399,428,428,429,531,485,477,496,19,13,13,13,14,19,16,21,18,22,20,19
4,State Colleges,3,State Universities,BAN,Bainbridge,CSU,Columbus,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,0,5,4,2,1,2,4,5,4,2,6,5
4,State Colleges,3,State Universities,MID,Middle Georgia,CSU,Columbus,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,9,7,10,2,5,12,19,14,14,10,3,0
4,State Colleges,3,State Universities,EGC,East Georgia,CSU,Columbus,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,1,5,0,3,0,1,3,3,5,2,3,3
3,State Universities,3,State Universities,UNGA,University of North Georgia,GCM,Georgia,691,801,890,788,844,859,880,964,938,1023,728,557,6,4,7,4,6,3,1,4,8,7,9,17
1,Research Universities,3,State Universities,AUG,Augusta,GSW,Georgia Southwestern,436,407,418,376,360,378,409,384,369,436,388,333,3,0,0,1,0,3,1,1,5,0,2,0
4,State Colleges,3,State Universities,MGSC,Middle Georgia,NGC,North Georgia,1682,1929,1953,1991,2073,2256,2455,2437,2424,2475,2320,2178,2,3,1,3,0,2,7,3,2,12,1,0
3,State Universities,4,State Colleges,NGC,North Georgia,BAN,Bainbridge,829,916,928,902,1003,978,1288,1468,1398,1337,1086,1010,2,0,0,0,0,0,0,0,1,0,0,0
1,Research Universities,2,Comprehensive Universities,GRU,Georgia Regents,VSU,Valdosta,457,438,425,401,353,377,397,398,369,403,352,335,0,0,0,0,0,0,0,1,0,0,0,0
5,Out-of-System,2,Comprehensive Universities,OUT,Non-USG Institutions,VSU,Valdosta,2960,2899,2968,2996,2751,2836,3178,3315,3438,3366,3238,3344,509,489,505,507,430,423,488,540,558,604,580,593
4,State Colleges,1,Research Universities,SGC,South Georgia,GRU,Georgia Regents,2001,1836,2056,2253,2125,2248,2316,2402,2371,2253,2416,2484,0,2,0,1,0,0,0,0,1,0,0,0
4,State Colleges,4,State Colleges,CCG,College of Coastal Georgia,ABC,Abrah. Baldwin Agric.,1071,1182,1250,1372,1624,2042,2227,2559,2418,2596,2172,1837,3,3,5,2,3,2,2,2,4,1,6,5
